shot,timestamp,x,y,z,strokes
0,0.8652,0.466553,0.626297,-0.606491,0
0,0.8802,0.506989,0.571487,-0.545837,0
0,0.9004,0.507278,0.492004,-0.496292,0
0,0.9153,0.584778,0.546280,-0.544312,0
0,0.9304,0.587158,0.507553,-0.558899,0
0,0.9456,0.589172,0.504868,-0.541519,0
0,0.9658,0.611557,0.534164,-0.589691,0
0,0.9806,0.628372,0.497772,-0.633087,0
0,0.9957,0.629318,0.441162,-0.579056,0
0,1.0109,0.667206,0.444153,-0.549149,0
0,1.0306,0.681030,0.497238,-0.548492,0
0,1.0462,0.680939,0.591827,-0.573883,0
0,1.0609,0.676819,0.646942,-0.556000,0
0,1.0766,0.727448,0.690170,-0.543579,0
0,1.0960,0.760864,0.717331,-0.507278,0
0,1.1115,0.762299,0.711533,-0.553955,0
0,1.1265,0.794769,0.718613,-0.504669,0
0,1.1418,0.850800,0.758774,-0.492783,0
0,1.1616,0.902649,0.874603,-0.489746,0
0,1.1774,0.723190,0.796661,-0.563232,0
0,1.1917,0.642593,0.763245,-0.502441,0
0,1.2069,0.738113,0.726044,-0.465134,0
0,1.2269,0.671844,0.657974,-0.349182,0
0,1.2417,0.697754,0.767776,-0.363571,0
0,1.2569,0.751312,0.832230,-0.497665,0
0,1.2722,0.862183,0.701599,-0.505219,0
0,1.2921,0.926147,0.488388,-0.297318,0
0,1.3077,0.842300,0.406464,-0.299225,0
0,1.3228,0.727310,0.434464,-0.271500,0
0,1.3374,0.705063,0.398468,-0.151855,0
0,1.3575,0.746750,0.363632,-0.089294,0
0,1.3724,0.745544,0.367035,-0.147003,0
0,1.3880,0.723114,0.361206,-0.211288,0
0,1.4041,0.713043,0.377136,-0.224335,0
0,1.4226,0.706055,0.470688,-0.233124,0
0,1.4382,0.706543,0.614914,-0.289261,0
0,1.4532,0.681534,0.638229,-0.308136,0
0,1.4681,0.708542,0.581100,-0.283508,0
0,1.4887,0.766449,0.519699,-0.231537,0
0,1.5034,0.817764,0.503387,-0.260986,0
0,1.5186,0.892960,0.554535,-0.313293,0
0,1.5343,0.907867,0.505356,-0.331482,0
0,1.5533,0.885864,0.409683,-0.252548,0
0,1.5689,0.906357,0.453369,-0.228165,0
0,1.5835,0.868469,0.517365,-0.282562,0
0,1.5988,0.794510,0.491577,-0.296890,0
0,1.6188,0.821838,0.478409,-0.302963,0
0,1.6342,0.873672,0.458542,-0.355621,0
0,1.6487,0.880600,0.354385,-0.367203,0
0,1.6644,0.948227,0.289459,-0.326431,0
0,1.6838,0.998276,0.336105,-0.312347,0
0,1.6995,0.996597,0.382904,-0.354691,0
0,1.7143,0.992859,0.421555,-0.424652,0
0,1.7293,0.982254,0.423447,-0.471939,0
0,1.7494,0.976593,0.371582,-0.512421,0
0,1.7642,0.962952,0.317764,-0.544769,0
0,1.7795,0.947937,0.222153,-0.570633,0
0,1.7946,0.927826,0.105408,-0.539734,0
0,1.8146,0.918961,0.057404,-0.518295,0
0,1.8296,0.875778,0.073502,-0.524429,0
0,1.8448,0.798615,0.097382,-0.529831,0
0,1.8604,0.748642,0.103882,-0.525604,0
0,1.8798,0.724396,0.107437,-0.520889,0
0,1.8950,0.729568,0.128601,-0.501099,0
0,1.9104,0.721634,0.111328,-0.453705,0
0,1.9253,0.743820,0.127975,-0.430481,0
0,1.9458,0.758682,0.170319,-0.442856,0
0,1.9603,0.750580,0.177902,-0.431213,0
0,1.9768,0.758545,0.179794,-0.421417,0
0,1.9907,0.749100,0.156845,-0.412567,0
0,2.0106,0.741791,0.121094,-0.395569,0
0,2.0255,0.752441,0.101501,-0.371689,0
0,2.0407,0.760254,0.104202,-0.350708,0
0,2.0560,0.753891,0.115768,-0.352478,0
0,2.0763,0.737015,0.136032,-0.370834,0
0,2.0917,0.729492,0.139099,-0.385834,0
0,2.1066,0.735184,0.132782,-0.383575,0
0,2.1217,0.759506,0.152710,-0.378906,0
0,2.1415,0.773727,0.209915,-0.395203,0
0,2.1577,0.781006,0.281006,-0.442490,0
0,2.1721,0.768646,0.315002,-0.471680,0
0,2.1870,0.773163,0.339752,-0.505356,0
0,2.2067,0.762466,0.355743,-0.540817,0
0,2.2224,0.769135,0.371292,-0.553818,0
0,2.2372,0.778275,0.378952,-0.571747,0
0,2.2522,0.761581,0.404327,-0.579788,0
0,2.2724,0.753326,0.424927,-0.625961,0
0,2.2882,0.760834,0.451202,-0.614838,0
0,2.3030,0.785980,0.452530,-0.590836,0
0,2.3174,0.847214,0.419327,-0.538208,0
0,2.3370,0.984161,0.414429,-0.478287,0
0,2.3530,1.145325,0.455414,-0.425812,0
0,2.3678,1.225861,0.483109,-0.333954,0
0,2.3828,1.208923,0.510925,-0.319000,0
0,2.4028,1.178421,0.533981,-0.352386,0
0,2.4178,1.074905,0.485748,-0.364548,0
0,2.4330,0.966141,0.394913,-0.335724,0
0,2.4481,0.907791,0.312912,-0.303726,0
0,2.4680,0.933350,0.294098,-0.271988,0
0,2.4835,0.963943,0.321259,-0.284256,0
0,2.4983,0.991135,0.334305,-0.256424,0
0,2.5134,1.006683,0.327774,-0.240417,0
0,2.5335,1.031311,0.352737,-0.208527,0
0,2.5484,1.005844,0.339798,-0.185837,0
0,2.5638,0.954819,0.343033,-0.133820,0
0,2.5809,0.911179,0.389664,-0.126495,0
0,2.5986,0.870514,0.394180,-0.119858,0
0,2.6139,0.834122,0.356216,-0.146362,0
0,2.6289,0.822891,0.319199,-0.153015,0
0,2.6440,0.799469,0.285065,-0.152008,0
0,2.6639,0.811127,0.296555,-0.167969,0
0,2.6792,0.814468,0.294815,-0.182098,0
0,2.6941,0.848541,0.314789,-0.180283,0
0,2.7092,0.861633,0.335510,-0.187897,0
0,2.7291,0.869171,0.370758,-0.203842,0
0,2.7442,0.888809,0.425110,-0.235077,0
0,2.7595,0.892639,0.465042,-0.237732,0
0,2.7815,0.908798,0.488068,-0.235580,0
0,2.7949,0.924759,0.498291,-0.231598,0
0,2.8098,0.937088,0.502289,-0.245529,0
0,2.8251,0.932739,0.513474,-0.251862,0
0,2.8402,0.923309,0.523773,-0.256088,0
0,2.8598,0.897659,0.526825,-0.258301,0
0,2.8800,0.861313,0.522339,-0.269714,0
0,2.8904,0.847733,0.515274,-0.288177,0
0,2.9055,0.883728,0.513733,-0.304001,0
0,2.9254,0.937454,0.527191,-0.320343,0
0,2.9404,0.992203,0.552170,-0.340561,0
0,2.9558,1.023621,0.535187,-0.343124,0
0,2.9716,1.082687,0.518082,-0.360046,0
0,2.9907,1.133896,0.512405,-0.324554,0
0,3.0058,1.054092,0.455811,-0.324051,0
0,3.0207,0.886810,0.361984,-0.365952,0
0,3.0360,0.784882,0.252533,-0.422241,0
0,3.0558,0.716049,0.142593,-0.456818,0
0,3.0715,0.712311,0.061539,-0.504852,0
0,3.0862,0.743958,0.006088,-0.529877,0
0,3.1014,0.795380,-0.042389,-0.512711,0
0,3.1214,0.842392,-0.041656,-0.487549,0
0,3.1363,0.874680,-0.014618,-0.561539,0
0,3.1514,0.878952,-0.013229,-0.657059,0
0,3.1667,0.867279,-0.034592,-0.661530,0
0,3.1865,0.847824,-0.028748,-0.579834,0
0,3.2026,0.829300,0.044037,-0.520172,0
0,3.2168,0.797501,0.087448,-0.501663,0
0,3.2320,0.800247,0.085526,-0.463333,0
0,3.2521,0.806229,0.073059,-0.420197,0
0,3.2670,0.796371,0.080292,-0.385193,0
0,3.2824,0.773117,0.113602,-0.347137,0
0,3.2974,0.764236,0.157471,-0.330765,0
0,3.3171,0.765884,0.175385,-0.336609,0
0,3.3325,0.770584,0.161911,-0.322342,0
0,3.3478,0.780075,0.188858,-0.299393,0
0,3.3628,0.785538,0.209106,-0.302902,0
0,3.3825,0.796539,0.198563,-0.331329,0
0,3.3978,0.833878,0.229202,-0.333893,0
0,3.4129,0.846970,0.265854,-0.373047,0
0,3.4281,0.825638,0.232788,-0.408203,0
0,3.4482,0.829590,0.205902,-0.386398,0
0,3.4631,0.818680,0.198013,-0.374786,0
0,3.4805,0.777588,0.195908,-0.355515,0
0,3.4936,0.771469,0.248886,-0.398926,0
0,3.5131,0.721817,0.242615,-0.406433,0
0,3.5282,0.736328,0.277481,-0.418137,0
0,3.5434,0.730301,0.320312,-0.466080,0
0,3.5586,0.723160,0.322525,-0.503738,0
0,3.5806,0.714066,0.276749,-0.515198,0
0,3.5935,0.725739,0.259109,-0.501556,0
0,3.6084,0.738907,0.266266,-0.464996,0
0,3.6241,0.817810,0.345795,-0.501694,0
0,3.6443,0.971848,0.454285,-0.536987,0
0,3.6593,1.096619,0.454041,-0.487961,0
0,3.6791,1.161453,0.369934,-0.358139,0
0,3.6893,1.229675,0.431168,-0.324112,0
0,3.7090,1.182297,0.507828,-0.375671,0
0,3.7243,1.041626,0.458893,-0.437073,0
0,3.7393,0.939636,0.341461,-0.424042,0
0,3.7548,0.911819,0.221756,-0.371063,0
0,3.7813,0.967133,0.213943,-0.351059,0
0,3.7900,1.051361,0.279358,-0.374863,0
0,3.8052,1.150238,0.320251,-0.302017,0
0,3.8205,1.210022,0.312790,-0.169617,0
0,3.8394,1.189941,0.310120,-0.106003,0
0,3.8548,1.088440,0.314148,-0.123169,0
0,3.8697,0.979370,0.267014,-0.133743,0
0,3.8857,0.934937,0.217697,-0.171951,0
0,3.9051,0.899673,0.203156,-0.194977,0
0,3.9204,0.868668,0.179886,-0.180496,0
0,3.9355,0.854416,0.143784,-0.171280,0
0,3.9505,0.846420,0.117538,-0.157104,0
0,3.9703,0.848206,0.129395,-0.157455,0
0,3.9855,0.850296,0.190948,-0.170074,0
0,4.0005,0.831116,0.232361,-0.190048,0
0,4.0158,0.828339,0.265213,-0.190765,0
0,4.0361,0.830948,0.281860,-0.185089,0
0,4.0509,0.848129,0.307495,-0.184784,0
0,4.0661,0.861938,0.351395,-0.193008,0
0,4.0812,0.875519,0.393875,-0.209854,0
0,4.1010,0.893036,0.403793,-0.213120,0
0,4.1160,0.924896,0.416702,-0.219849,0
0,4.1312,0.949524,0.444107,-0.236923,0
0,4.1464,0.950150,0.440323,-0.255005,0
0,4.1662,0.949493,0.423080,-0.251785,0
0,4.1813,0.937073,0.414215,-0.255890,0
0,4.1966,0.931702,0.404373,-0.297028,0
0,4.2117,0.959320,0.390686,-0.303040,0
0,4.2317,1.014481,0.387711,-0.298843,0
0,4.2468,1.058441,0.395218,-0.298431,0
0,4.2618,1.093338,0.405899,-0.297485,0
0,4.2793,1.203247,0.443497,-0.342026,0
0,4.2969,1.202026,0.471054,-0.354233,0
0,4.3120,1.068665,0.387787,-0.368561,0
0,4.3271,0.935333,0.256424,-0.415634,0
0,4.3422,0.835342,0.149307,-0.483948,0
0,4.3621,0.778900,0.043365,-0.508270,0
0,4.3795,0.819290,-0.001373,-0.478073,0
0,4.3925,0.843338,-0.036850,-0.447250,0
0,4.4077,0.832794,-0.055603,-0.404602,1
0,4.4277,0.824799,-0.024750,-0.399536,1
0,4.4427,0.794250,-0.008286,-0.436462,1
0,4.4578,0.801239,0.006821,-0.459290,1
0,4.4802,0.842804,0.012543,-0.449249,1
0,4.4928,0.866913,0.003403,-0.427444,1
0,4.5079,0.877808,0.029602,-0.425674,1
0,4.5231,0.868652,0.076065,-0.435715,1
0,4.5387,0.847702,0.096359,-0.438156,1
0,4.5582,0.835434,0.062500,-0.416901,1
0,4.5805,0.834763,0.052277,-0.379288,1
0,4.5886,0.816238,0.067123,-0.355133,1
0,4.6049,0.796738,0.081924,-0.329117,1
0,4.6236,0.786148,0.087860,-0.311325,1
0,4.6386,0.798630,0.105484,-0.294067,1
0,4.6537,0.816971,0.106064,-0.275665,1
0,4.6690,0.839066,0.122894,-0.284470,1
0,4.6888,0.859589,0.135056,-0.288544,1
0,4.7039,0.866760,0.128220,-0.291687,1
0,4.7190,0.876144,0.135330,-0.305634,1
0,4.7353,0.875916,0.154160,-0.329895,1
0,4.7546,0.874405,0.170258,-0.355209,1
0,4.7693,0.857559,0.179947,-0.375046,1
0,4.7857,0.831985,0.187119,-0.395996,1
0,4.7996,0.798630,0.196930,-0.424881,1
0,4.8196,0.775070,0.208603,-0.459579,1
0,4.8351,0.769730,0.233398,-0.494431,1
0,4.8499,0.780960,0.263306,-0.541824,1
0,4.8651,0.786575,0.285980,-0.554779,1
0,4.8849,0.783859,0.301804,-0.531479,1
0,4.8997,0.785461,0.306122,-0.505280,1
0,4.9148,0.801132,0.308426,-0.464417,1
0,4.9302,0.879684,0.324158,-0.442017,1
0,4.9498,1.022583,0.359253,-0.426239,1
0,4.9651,1.120331,0.322006,-0.321991,1
0,4.9805,1.156906,0.283920,-0.217529,1
0,4.9957,1.166641,0.353973,-0.212982,1
0,5.0153,1.086365,0.358444,-0.283432,1
0,5.0306,0.984970,0.282867,-0.300674,1
0,5.0458,0.935791,0.208969,-0.274857,1
0,5.0609,0.925461,0.200027,-0.252335,1
0,5.0805,0.972992,0.267273,-0.261536,1
0,5.0956,1.035141,0.315308,-0.276245,1
0,5.1108,1.124847,0.309021,-0.240585,1
0,5.1262,1.189346,0.293945,-0.147125,1
0,5.1460,1.191101,0.316498,-0.121429,1
0,5.1612,1.091675,0.312424,-0.139206,1
0,5.1793,1.006439,0.298645,-0.139618,1
0,5.1915,0.955490,0.280960,-0.150818,1
0,5.2112,0.915237,0.229446,-0.156113,1
0,5.2264,0.892181,0.180344,-0.156036,1
0,5.2415,0.887680,0.154312,-0.150528,1
0,5.2567,0.883850,0.145523,-0.149612,1
0,5.2789,0.888168,0.152588,-0.154327,1
0,5.2917,0.891830,0.177979,-0.147095,1
0,5.3069,0.892075,0.210663,-0.155029,1
0,5.3221,0.894394,0.233032,-0.156097,1
0,5.3420,0.910919,0.259613,-0.149536,1
0,5.3572,0.926086,0.297058,-0.138840,1
0,5.3721,0.941147,0.311798,-0.140701,1
0,5.3878,0.957260,0.325958,-0.140945,1
0,5.4074,0.957825,0.348846,-0.150848,1
0,5.4227,0.954987,0.368454,-0.165970,1
0,5.4380,0.952026,0.388565,-0.167847,1
0,5.4527,0.959595,0.392151,-0.175323,1
0,5.4807,0.967102,0.383102,-0.169495,1
0,5.4879,0.973587,0.398132,-0.175858,1
0,5.5029,0.949265,0.399155,-0.196899,1
0,5.5182,0.935211,0.387772,-0.209732,1
0,5.5378,0.949997,0.386154,-0.231552,1
0,5.5529,0.960785,0.371872,-0.240509,1
0,5.5692,0.980545,0.372009,-0.249344,1
0,5.5835,0.983154,0.370071,-0.243500,1
0,5.6042,1.022369,0.383820,-0.244385,1
0,5.6187,1.162201,0.470490,-0.298904,1
0,5.6338,1.125351,0.444092,-0.305069,1
0,5.6490,1.009308,0.301346,-0.289581,1
0,5.6690,0.957901,0.201828,-0.337006,1
0,5.6839,0.869644,0.121811,-0.424789,1
0,5.6990,0.844955,0.072250,-0.505264,1
0,5.7145,0.881805,-0.003616,-0.529739,1
0,5.7346,0.890823,-0.117691,-0.496124,2
0,5.7490,0.898544,-0.132217,-0.468628,2
0,5.7645,0.855911,-0.112885,-0.478424,2
0,5.7806,0.837555,-0.106171,-0.484039,2
0,5.7993,0.856232,-0.079330,-0.448700,2
0,5.8144,0.869949,-0.044220,-0.403183,2
0,5.8294,0.884308,0.014526,-0.371246,2
0,5.8447,0.885818,0.066162,-0.340149,2
0,5.8646,0.883499,0.116089,-0.341049,2
0,5.8812,0.870285,0.122711,-0.338120,2
0,5.8948,0.849319,0.093857,-0.328506,2
0,5.9099,0.850250,0.090347,-0.307526,2
0,5.9296,0.834061,0.088669,-0.295181,2
0,5.9447,0.821274,0.089005,-0.287033,2
0,5.9603,0.811798,0.086105,-0.290329,2
0,5.9801,0.807526,0.078766,-0.292450,2
0,5.9953,0.813232,0.078674,-0.289337,2
0,6.0105,0.820618,0.084686,-0.297287,2
0,6.0254,0.835556,0.092026,-0.300858,2
0,6.0407,0.846497,0.098007,-0.326233,2
0,6.0607,0.872070,0.118423,-0.350357,2
0,6.0813,0.892105,0.134094,-0.366684,2
0,6.0915,0.896667,0.154068,-0.387695,2
0,6.1061,0.897430,0.158737,-0.393173,2
0,6.1257,0.889694,0.161758,-0.393921,2
0,6.1410,0.878891,0.174957,-0.401047,2
0,6.1560,0.859634,0.188324,-0.405716,2
0,6.1711,0.842133,0.204620,-0.424606,2
0,6.1911,0.822998,0.225510,-0.444229,2
0,6.2065,0.805435,0.249802,-0.475235,2
0,6.2217,0.786255,0.260635,-0.484238,2
0,6.2366,0.778641,0.265778,-0.463043,2
0,6.2565,0.776596,0.260620,-0.438126,2
0,6.2717,0.774292,0.258499,-0.411987,2
0,6.2869,0.772141,0.293182,-0.389252,2
0,6.3019,0.762741,0.313980,-0.399536,2
0,6.3217,0.783188,0.320389,-0.387634,2
0,6.3370,0.904587,0.342300,-0.418839,2
0,6.3523,1.078583,0.412552,-0.460144,2
0,6.3672,1.158966,0.330429,-0.318802,2
0,6.3871,1.159561,0.292877,-0.203171,2
0,6.4022,1.155380,0.401932,-0.245834,2
0,6.4173,0.988647,0.399048,-0.358414,2
0,6.4324,0.874573,0.340683,-0.383133,2
0,6.4522,0.858719,0.284836,-0.324661,2
0,6.4681,0.949036,0.309692,-0.282257,2
0,6.4831,1.042740,0.365936,-0.289185,2
0,6.4979,1.153610,0.364532,-0.214508,2
0,6.5176,1.249741,0.327362,-0.115158,2
0,6.5332,1.242416,0.311203,-0.052368,2
0,6.5479,1.139679,0.309219,-0.085068,2
0,6.5630,1.043106,0.252441,-0.112152,2
0,6.5829,0.989716,0.182327,-0.132156,2
0,6.5986,0.928909,0.127335,-0.136703,2
0,6.6133,0.871765,0.098358,-0.154861,2
0,6.6284,0.836411,0.104996,-0.160721,2
0,6.6483,0.804092,0.096359,-0.138443,2
0,6.6636,0.817596,0.126663,-0.156433,2
0,6.6807,0.840622,0.193085,-0.175171,2
0,6.6939,0.849106,0.227554,-0.194916,2
0,6.7137,0.866821,0.271851,-0.191910,2
0,6.7289,0.894043,0.310638,-0.191574,2
0,6.7443,0.926132,0.338959,-0.173752,2
0,6.7593,0.959259,0.353577,-0.160233,2
0,6.7814,0.994064,0.394928,-0.163361,2
0,6.7946,1.008850,0.433304,-0.175003,2
0,6.8095,1.000244,0.444244,-0.182053,2
0,6.8245,0.994904,0.452087,-0.193039,2
0,6.8442,0.990036,0.462402,-0.205795,2
0,6.8594,0.964157,0.460220,-0.223007,2
0,6.8807,0.934952,0.447021,-0.237976,2
0,6.8904,0.917999,0.422546,-0.246094,2
0,6.9094,0.922546,0.412277,-0.237854,2
0,6.9248,0.938324,0.413544,-0.250031,2
0,6.9397,0.969193,0.418869,-0.263824,2
0,6.9549,1.009659,0.400925,-0.256134,2
0,6.9790,1.191162,0.456039,-0.333252,2
0,6.9898,1.213120,0.463577,-0.313721,2
0,7.0050,1.044983,0.303696,-0.300751,2
0,7.0201,0.932434,0.233521,-0.352417,2
0,7.0401,0.834122,0.206161,-0.466431,2
0,7.0551,0.801941,0.163483,-0.553101,2
0,7.0706,0.862488,0.087585,-0.579361,2
0,7.0858,0.903000,-0.064926,-0.549301,3
0,7.1053,0.890549,-0.196960,-0.480865,3
0,7.1210,0.845917,-0.202927,-0.438675,3
0,7.1358,0.798645,-0.114822,-0.433151,3
0,7.1513,0.789337,-0.025055,-0.434158,3
0,7.1706,0.818954,0.018524,-0.379013,3
0,7.1862,0.865738,0.044739,-0.325455,3
0,7.2019,0.877304,0.098602,-0.298950,3
0,7.2163,0.863388,0.150406,-0.310455,3
0,7.2364,0.847839,0.149963,-0.337494,3
0,7.2513,0.850845,0.120422,-0.344803,3
0,7.2666,0.867538,0.118835,-0.340240,3
0,7.2819,0.871552,0.129333,-0.334930,3
0,7.3020,0.866226,0.128586,-0.331360,3
0,7.3167,0.857071,0.124298,-0.326523,3
0,7.3318,0.861237,0.121811,-0.313553,3
0,7.3472,0.858734,0.110733,-0.304657,3
0,7.3668,0.865616,0.130173,-0.314713,3
0,7.3819,0.860199,0.139053,-0.326721,3
0,7.3971,0.868668,0.141693,-0.347382,3
0,7.4121,0.879517,0.141144,-0.355194,3
0,7.4320,0.886307,0.152756,-0.364426,3
0,7.4473,0.875565,0.159714,-0.382309,3
0,7.4625,0.868027,0.173752,-0.392960,3
0,7.4808,0.854538,0.175430,-0.394394,3
0,7.4977,0.837357,0.182755,-0.399017,3
0,7.5126,0.811020,0.191071,-0.413300,3
0,7.5277,0.787064,0.198822,-0.427460,3
0,7.5430,0.767929,0.205322,-0.437912,3
0,7.5628,0.752960,0.215286,-0.454453,3
0,7.5808,0.749664,0.232361,-0.467697,3
0,7.5932,0.751846,0.254120,-0.475937,3
0,7.6081,0.761658,0.281433,-0.483841,3
0,7.6282,0.780350,0.294495,-0.474640,3
0,7.6431,0.815369,0.306763,-0.462402,3
0,7.6586,0.835587,0.319260,-0.445648,3
0,7.6800,0.834351,0.318359,-0.421997,3
0,7.6933,0.860992,0.320389,-0.390137,3
0,7.7084,0.983566,0.385178,-0.449799,3
0,7.7237,1.106171,0.438187,-0.417374,3
0,7.7388,1.120728,0.342804,-0.269058,3
0,7.7586,1.151642,0.373108,-0.206924,3
0,7.7792,1.128860,0.435287,-0.248932,3
0,7.7894,0.996277,0.414658,-0.318405,3
0,7.8049,0.899750,0.345627,-0.351028,3
0,7.8240,0.860275,0.267105,-0.327484,3
0,7.8392,0.882416,0.227890,-0.277496,3
0,7.8546,0.962845,0.276947,-0.266663,3
0,7.8698,1.040649,0.316605,-0.265854,3
0,7.8895,1.135574,0.329178,-0.205093,3
0,7.9045,1.191879,0.348984,-0.154678,3
0,7.9198,1.155304,0.367218,-0.145096,3
0,7.9354,1.074020,0.344803,-0.142715,3
0,7.9548,1.024963,0.326294,-0.151047,3
0,7.9708,0.971909,0.302246,-0.165268,3
0,7.9851,0.923401,0.246719,-0.168839,3
0,8.0011,0.893005,0.180557,-0.160187,3
0,8.0198,0.870117,0.140915,-0.154678,3
0,8.0350,0.857361,0.127487,-0.155975,3
0,8.0503,0.847946,0.146576,-0.171280,3
0,8.0659,0.840500,0.176270,-0.178604,3
0,8.0855,0.841843,0.202423,-0.181961,3
0,8.1006,0.866623,0.236984,-0.189148,3
0,8.1156,0.884201,0.269150,-0.184921,3
0,8.1307,0.912552,0.300140,-0.199539,3
0,8.1509,0.933823,0.337677,-0.204269,3
0,8.1661,0.951385,0.374023,-0.218124,3
0,8.1809,0.965973,0.409012,-0.239975,3
0,8.1962,0.970642,0.431732,-0.259918,3
0,8.2158,0.978699,0.458740,-0.294998,3
0,8.2310,0.977905,0.484894,-0.289169,3
0,8.2461,0.972641,0.458771,-0.297882,3
0,8.2614,0.955444,0.391785,-0.277740,3
0,8.2812,0.938339,0.397980,-0.280731,3
0,8.2963,0.888977,0.441391,-0.321228,3
0,8.3115,0.854553,0.461563,-0.338013,3
0,8.3268,0.840073,0.440918,-0.333176,3
0,8.3465,0.855255,0.423553,-0.323395,3
0,8.3620,0.879852,0.419327,-0.308807,3
0,8.3814,0.902344,0.407318,-0.286499,3
0,8.3920,0.929016,0.406128,-0.244598,3
0,8.4120,1.045105,0.446121,-0.285583,3
0,8.4271,1.128098,0.497528,-0.279312,3
0,8.4422,0.986420,0.370911,-0.241211,3
0,8.4576,0.878647,0.256226,-0.261337,3
0,8.4802,0.830887,0.228790,-0.365372,3
0,8.4925,0.809982,0.182877,-0.426697,3
0,8.5077,0.896713,0.092926,-0.426514,3
0,8.5227,0.995956,-0.001236,-0.365082,3
0,8.5427,0.996368,-0.067032,-0.305969,4
0,8.5579,0.921646,-0.032669,-0.273071,4
0,8.5728,0.831894,0.006989,-0.318283,4
0,8.5879,0.785828,0.000702,-0.368881,4
0,8.6079,0.796768,-0.043991,-0.399582,4
0,8.6228,0.847351,-0.081650,-0.408722,4
0,8.6380,0.920410,-0.074158,-0.460587,4
0,8.6532,0.953705,-0.033401,-0.509476,4
0,8.6794,0.948105,0.042938,-0.529739,4
0,8.6891,0.912018,0.106613,-0.518326,4
0,8.7037,0.883240,0.133301,-0.481491,4
0,8.7184,0.855179,0.109360,-0.426163,4
0,8.7384,0.840454,0.088348,-0.371017,4
0,8.7537,0.819931,0.076584,-0.331375,4
0,8.7690,0.795486,0.070450,-0.305481,4
0,8.7851,0.783249,0.071152,-0.292038,4
0,8.8038,0.782791,0.077927,-0.296021,4
0,8.8189,0.790558,0.095901,-0.311356,4
0,8.8345,0.813965,0.122375,-0.325165,4
0,8.8494,0.832092,0.138962,-0.337341,4
0,8.8689,0.850128,0.156479,-0.361130,4
0,8.8844,0.871155,0.187347,-0.389816,4
0,8.8997,0.878860,0.209106,-0.415573,4
0,8.9144,0.876175,0.229004,-0.427414,4
0,8.9341,0.865417,0.255661,-0.432907,4
0,8.9494,0.844635,0.216171,-0.415451,4
0,8.9649,0.843323,0.198700,-0.405975,4
0,8.9802,0.813995,0.228058,-0.413055,4
0,8.9998,0.780090,0.235840,-0.436417,4
0,9.0145,0.770859,0.247086,-0.450287,4
0,9.0299,0.758850,0.253372,-0.465012,4
0,9.0451,0.756042,0.252365,-0.469986,4
0,9.0649,0.759415,0.254791,-0.458237,4
0,9.0806,0.762222,0.261230,-0.440689,4
